,Headline,Body ID,Stance
23740,Boko Haram denies it has agreed ceasefire,2403,discuss
23741,DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,530,unrelated
23742,Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1423,discuss
23743,Report: Amazon to Launch Ad-Supported Streaming Service,2287,unrelated
23744,ISIS Militant “Jihadi John” Identified As Young West Londoner,1815,unrelated
23745,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1528,unrelated
23746,NASA: Viral news on days of darkness in December is hoax,804,unrelated
23747,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,646,unrelated
23748,US officials: Video shows American's execution,928,discuss
23749,Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,979,unrelated
23750,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1686,unrelated
23751,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,800,unrelated
23752,Conflicting reports on alleged IS capture of Canadian woman,80,unrelated
23753,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2175,unrelated
23754,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2403,unrelated
23755,That Was Fast: Christian Bale Bails on Steve Jobs Biopic,2017,discuss
23756,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1252,unrelated
23757,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1020,unrelated
23758,Boko Haram Denies Nigeria Cease-Fire Claim,1661,unrelated
23759,"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",2061,discuss
23760,WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,2034,discuss
23761,Weatherman caught peeing live on camera,381,unrelated
23762,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,321,unrelated
23763,"Spider burrowed into appendix scar, crawled through WA man's body",2252,unrelated
23764,"No, there aren’t any Ebola cases in Iraq",1289,unrelated
23765,Amazon's first brick-and-mortar store said to open in Manhattan,467,unrelated
23766,Russian Man Wakes Up to Find His Testicles Have Been Stolen,387,unrelated
23767,ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1724,discuss
23768,This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,737,unrelated
23769,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1737,discuss
23770,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",132,unrelated
23771,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1731,disagree
23772,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",2501,unrelated
23773,Rapper identified as James Foley's executioner: reports,591,unrelated
23774,"North Korean leader Kim Jong-un not missing, just having ankle surgery",532,unrelated
23775,'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1933,unrelated
23776,Report: Apple Watch to Ship in March,554,unrelated
23777,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1871,unrelated
23778,The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1693,unrelated
23779,"Boko Haram denies cease-fire, leader says he married off kidnapped girls",298,unrelated
23780,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,5,unrelated
23781,Weatherman caught peeing live on camera,368,unrelated
23782,Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,1940,unrelated
23783,Nigeria says ceasefire agreed with Boko Haram,1588,discuss
23784,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1295,agree
23785,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1040,unrelated
23786,Texas Truck Winds Up in Syria With Islamic Militants,1697,unrelated
23787,ISIS Seemingly Beheaded American Journalist James Wright Foley,533,unrelated
23788,What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,955,unrelated
23789,Ski Resort Opens With Snow Stored From Last Season,1678,unrelated
23790,Setting the record straight on tor,1899,unrelated
23791,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,206,unrelated
23792,Rumors of ISIS leader's death debunked,769,unrelated
23793,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2156,unrelated
23794,India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,17,unrelated
23795,James Foley remembered as 'brave and tireless' journalist,2525,unrelated
23796,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",119,unrelated
23797,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,984,unrelated
23798,Mexican cartel leader kills self; bodies in grave not missing students,251,unrelated
23799,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,754,unrelated
23800,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1896,discuss
23801,"Boko Haram claims to have German hostage, denies ceasefire",342,unrelated
23802,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1780,discuss
23803,ISIS Appears To Behead American Photojournalist In YouTube Video,1471,discuss
23804,"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",983,discuss
23805,WHO says reports of suspected Ebola cases in Iraq are untrue,1438,unrelated
23806,James Foley remembered as 'brave and tireless' journalist,205,agree
23807,BREAKING: ISIS Beheads American Journalist James Wright Foley,1347,unrelated
23808,Vigilantes cut off alleged rapist's penis,2106,unrelated
23809,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),168,unrelated
23810,ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1403,unrelated
23811,Sugarhill Gang rapper Big Bank Hank dies at age 57,2420,unrelated
23812,James Foley remembered as 'brave and tireless' journalist,826,unrelated
23813,"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1735,unrelated
23814,Report: Tom Brokaw Wants Brian Williams Fired,2370,unrelated
23815,"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1689,unrelated
23816,Kurds Deny Gill Rosenberg was in Kobane,777,unrelated
23817,Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,304,unrelated
23818,Apple may launch 12-inch MacBook Air with Retina Display,1101,discuss
23819,Vandal paints penis on £1.5million Bugatti Veyron,2235,unrelated
23820,Christian Bale Exits Steve Jobs Movie (Exclusive),1897,unrelated
23821,Dumped woman spends a week in KFC to get over ex,2414,agree
23822,CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1731,unrelated
23823,"Boko Haram agrees to ceasefire, release of school girls",1540,agree
23824,Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,803,unrelated
23825,Rat problem worsens at One World Trade Center offices of Conde Nast,2263,agree
23826,"No, Jordan's King Abdullah II is not personally flying planes against Isis",1644,discuss
23827,Ferguson riots: audio may have captured Michael Brown shooting,2403,unrelated
23828,"No, Pumpkin Spice Condoms Are Not A Real Thing",132,unrelated
23829,ISIS Claims To Have Captured US Airdrop Weapons,1648,unrelated
23830,Islamic State accused of using chlorine gas on Iraqi soldiers,2224,discuss
23831,"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1266,unrelated
23832,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1355,agree
23833,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1970,discuss
23834,Islamic State flying three jets in Syria: monitor,2408,discuss
23835,Watch marine take sniper shot to the head and live,1481,agree
23836,Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],2514,agree
23837,"In Moscow, police are looking for a felon, cut the male genitals",271,unrelated
23838,Isilkulskom student has gained superhero powers after shock,1197,unrelated
23839,Christian Bale Won't Play Steve Jobs After All,1406,unrelated
23840,Michael Brown shooting audio caught on tape?,1786,unrelated
23841,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",220,unrelated
23842,DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,2458,unrelated
23843,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1832,unrelated
23844,'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,947,discuss
23845,'Spiderman' squished: Perth experts debunk spider burrowing claims,214,unrelated
23846,"Batmobile stolen in Detroit? Good one, joker!",964,unrelated
23847,Jihadi John identity revealed as Mohammed Emwazi: live,527,unrelated
23848,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",564,unrelated
23849,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",186,unrelated
23850,Not coming to a store near you: The pumpkin spice condom,1760,unrelated
23851,Isis tells mother on rescue mission :’You’ve just eaten your son’,1299,unrelated
23852,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,2287,discuss
23853,Christian Bale will not play Steve Jobs,1702,unrelated
23854,"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches",1293,unrelated
23855,Video shows ISIL beheading of photojournalist James Foley,1009,unrelated
23856,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,871,discuss
23857,WHO says reports of suspected Ebola cases in Iraq are untrue,2034,unrelated
23858,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1385,unrelated
23859,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1351,unrelated
23860,Canadian-Israeli Woman May Have Been Captured In Syria: Reports,777,unrelated
23861,Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,176,unrelated
23862,Man Chops Off and Throws Away His Small Penis After Bad Breakup,40,unrelated
23863,REPORT: Alleged New Audio of Michael Brown Shooting,2234,unrelated
23864,"Gene Munster Predicts $499 Steel Apple Watch, $4,999 for 18k Gold Edition",2092,discuss
23865,Reports: Islamic State uses chlorine gas against Iraqi forces,1177,unrelated
23866,Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2039,unrelated
23867,"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2302,discuss
23868,ISIS Appears To Behead American Photojournalist In YouTube Video,1011,discuss
23869,Ebola Scare in Kansas City,781,unrelated
23870,KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,2456,unrelated
23871,ISIL Beheads American Photojournalist in Iraq,539,unrelated
23872,‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,2302,unrelated
23873,"No, Jordan's King Abdullah II is not personally flying planes against Isis",1840,unrelated
23874,"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",2246,agree
23875,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1646,unrelated
23876,Was The Batmobile Stolen In Detroit?,1671,discuss
23877,Durex is not confirming or denying rumors of a “pumpkin spice” condom,2297,unrelated
23878,Rumors of ISIS leader's death debunked,1921,unrelated
23879,"Pizza delivery man gets $2,000 tip",472,unrelated
23880,Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1266,unrelated
23881,US drones hunt Isis leader in Syria,933,unrelated
23882,Questions raised over Nicaragua 'meteorite',2118,unrelated
23883,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2251,discuss
23884,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1019,unrelated
23885,"UBS survey finds 10% of consumers want a smartwatch, expects 24M Apple Watch sales in fiscal 2015",2299,discuss
23886,Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,1760,unrelated
23887,Apple Watch battery will require nightly charging,1646,unrelated
23888,"Despite ceasefire announcement, new Boko Haram attacks reported",320,unrelated
23889,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1866,discuss
23890,Lebanon 'holding IS leader's daughter and ex-wife',1686,unrelated
23891,Macaulay Culkin Victim of Another Online Death Hoax,1805,agree
23892,LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2431,unrelated
23893,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,381,unrelated
23894,Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,2342,unrelated
23895,"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",2251,discuss
23896,James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,633,unrelated
23897,Isis claims US hostage Kayla Mueller killed in coalition airstrike,532,unrelated
23898,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,125,discuss
23899,"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",1978,agree
23900,"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",2377,unrelated
23901,Insurgents killed in Nigeria despite alleged truce with Boko Haram,1374,unrelated
23902,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",213,unrelated
23903,"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1858,disagree
23904,Nigeria says ceasefire agreed with Boko Haram,1340,discuss
23905,Islamic State claims it executed American photojournalist James Foley,2109,unrelated
23906,Scientists Doubt That Meteor Caused Crater In Nicaragua,2118,unrelated
23907,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,2349,discuss
23908,Chinese advised to choose British-sounding names to get ahead,1338,unrelated
23909,US officials: Video shows American's execution,115,unrelated
23910,U.S. arms airdrop fell into ISIS hands: Pentagon,2397,discuss
23911,Texas City plumber's truck ends up in Syrian war,1481,unrelated
23912,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",879,unrelated
23913,Lego letter from the 1970s still offers a powerful message to parents 40 years later,2171,agree
23914,Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1296,unrelated
23915,Report: HBO Now coming to Apple TV next month,516,unrelated
23916,Lebanon confirms holding ISIS chief’s kin,269,unrelated
23917,Audio of gunfire in Michael Brown case authenticated by app company,776,unrelated
23918,Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1800,discuss
23919,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2042,unrelated
23920,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1787,unrelated
23921,Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1871,unrelated
23922,Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,2035,discuss
23923,Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2306,unrelated
23924,Former British Rapper Reportedly Under Investigation for James Foley Beheading,1707,unrelated
23925,"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",305,unrelated
23926,Is Kim Jong Un's sister Kim Yo Jong in charge?,465,unrelated
23927,Small Meteorite Strikes in Nicaragua's Capital City of Managua,534,unrelated
23928,NYPD to stop arrests for small amounts of marijuana,775,unrelated
23929,Report: NYPD to stop arresting people for minor marijuana offenses,269,unrelated
23930,Caught a catfish record in Po: 127 kg and 2.67 meters,677,unrelated
23931,Mexican students not among bodies found in mass graves,1613,discuss
23932,Priest who died for 48 minutes says he met God and she’s a woman,2130,unrelated
23933,Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,562,unrelated
23934,ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,2123,discuss
23935,US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,1223,unrelated
23936,REPORT: Alleged New Audio of Michael Brown Shooting,1481,unrelated
23937,Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,107,unrelated
23938,Isis tells mother on rescue mission :’You’ve just eaten your son’,2352,unrelated
23939,CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2313,unrelated
23940,Report: Possible audio tape of Michael Brown shooting,2354,unrelated
23941,"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",2042,unrelated
23942,Ferguson riots: audio may have captured Michael Brown shooting,1950,unrelated
23943,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,689,unrelated
23944,Two blokes dared to eat 20-year-old burger for charity,2531,unrelated
23945,Michael Phelps’ alleged girlfriend says she was born intersex,887,unrelated
23946,ISIL Beheads American Photojournalist in Iraq,1549,unrelated
23947,WHO investigates media reports ISIS fighters contracted Ebola,723,unrelated
23948,[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,859,unrelated
23949,James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,405,discuss
23950,White House Fence Jumper Made It Further Into Building Than Reported,2068,unrelated
23951,Video shows ISIL beheading of photojournalist James Foley,26,unrelated
23952,Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,1281,unrelated
23953,This resignation letter in a video-game could be the greatest ever,773,unrelated
23954,Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,499,unrelated
23955,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,991,discuss
23956,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",648,unrelated
23957,Texas City plumber's truck ends up in Syrian war,1438,unrelated
23958,NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,467,unrelated
23959,Militant Group Says It Killed American Journalist in Syria,1347,unrelated
23960,Teacher suspended after sex session with teen pupil ends up on hardcore porn website,1496,agree
23961,World's oldest burger,2474,agree
23962,BREAKING: British-born hostage 'KILLED in failed rescue attempt',2375,unrelated
23963,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,104,unrelated
23964,Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1347,unrelated
23965,Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,945,unrelated
23966,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,913,unrelated
23967,Eyewitness Says Viral Video of Homeless Man Was Staged,1681,unrelated
23968,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,346,unrelated
23969,Rat problem worsens at One World Trade Center offices of Conde Nast,2064,agree
23970,Lebanon confirms holding ISIS chief’s kin,1943,unrelated
23971,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1854,discuss
23972,Lebanon 'holding IS leader's daughter and ex-wife',845,unrelated
23973,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1744,unrelated
23974,Islamic State claims it executed American photojournalist James Foley,1295,unrelated
23975,Small Meteorite Hits Managua,1790,discuss
23976,"Despite ceasefire announcement, new Boko Haram attacks reported",1125,unrelated
23977,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1376,agree
23978,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",195,unrelated
23979,US officials: Video shows American's execution,1011,discuss
23980,$YUM Serving Up #Marijuana & Fried Chicken,15,unrelated
23981,"Jihadi John named as Mohammed Emwazi, from west London",2317,unrelated
23982,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1848,unrelated
23983,TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1260,agree
23984,"Obama, Outraged Over Beheading, Vows to Stay on Course",1104,unrelated
23985,NBC weatherman caught urinating in the woods live on air,1333,disagree
23986,Obama denounces killing of journalist James Foley and pledges ‘justice’,139,unrelated
23987,ISIS launch SCORPION BOMBS to spread panic in Iraq,1251,agree
23988,Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,1707,unrelated
23989,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,226,unrelated
23990,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2187,unrelated
23991,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,821,unrelated
23992,"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",731,unrelated
23993,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1637,unrelated
23994,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",35,unrelated
23995,The rats eat Prada at Vogue NY office,1940,unrelated
23996,"Small meteorite strikes Nicaragua, government says",1790,discuss
23997,"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2261,discuss
23998,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",214,unrelated
23999,Iraqi media says ISIS militants have contracted Ebola,2078,unrelated
24000,"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1589,unrelated
24001,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,713,discuss
24002,"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",1429,unrelated
24003,This Man Paid Off His Parents' Mortgage for Christmas (Video),2036,discuss
24004,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1541,unrelated
24005,The Case of the Stolen Batmobile Has Been Solved,621,unrelated
24006,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",837,discuss
24007,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1815,unrelated
24008,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,2268,unrelated
24009,"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",2272,unrelated
24010,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2354,unrelated
24011,Christian Bale in Talks to Play Steve Jobs (Exclusive),2042,unrelated
24012,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1295,unrelated
24013,Did a Meteorite Impact in Nicaragua over the Weekend?,1900,unrelated
24014,US probing claims ISIS fighters seized airdropped weapons meant for Kurds,219,discuss
24015,Christian Bale won't play Steve Jobs,913,unrelated
24016,The Unluckiest Man In The World Set His College On Fire With A Fireworks Marriage Proposal,1651,unrelated
24017,Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1544,unrelated
24018,Soldier shot near Canadian parliament building,1549,unrelated
24019,Mexico Says Students Not Among Dead in Mass Grave,1825,unrelated
24020,Priest' claim of seeing God as a woman dismissed as hoax,1849,disagree
24021,Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,1503,unrelated
24022,"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",1985,discuss
24023,Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1103,unrelated
24024,"Are missing students in mass graves found near Iguala, Mexico?",2334,discuss
24025,"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",634,unrelated
24026,1901 Boston time capsule yields small red book,2257,agree
24027,Gateway Pundit,572,unrelated
24028,"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",2296,unrelated
24029,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1299,unrelated
24030,ISIS pays tribute to its 'Cub of Baghdadi' child soldier,300,unrelated
24031,Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,169,unrelated
24032,Tiger Woods Is Selling His Private Island For $7.1 Million,240,unrelated
24033,Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,1337,unrelated
24034,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,115,unrelated
24035,"Dead for 48 minutes, Catholic Priest claims God is female",1303,disagree
24036,Sugarhill Gang rapper Big Bank Hank dies aged 57,2035,disagree
24037,Christian Bale to play Steve Jobs in upcoming biopic,932,unrelated
24038,TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,955,unrelated
24039,ISIS Appears To Behead American Photojournalist In YouTube Video,2372,unrelated
24040,BREAKING: ISIS Beheads American Journalist James Wright Foley,1627,unrelated
24041,Watch marine take sniper shot to the head and live,320,unrelated
24042,CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1950,unrelated
24043,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2044,unrelated
24044,ESPN's Domestic Violence Panel Is Missing Something Important,1699,disagree
24045,Indian worker sacked after going on leave for 24 years,2210,unrelated
24046,Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,1221,unrelated
24047,Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,470,unrelated
24048,Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2459,unrelated
24049,Chinese advised to choose British-sounding names to get ahead,170,unrelated
24050,Bali spider burrows under Aussie’s chest,800,discuss
24051,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,2147,unrelated
24052,"Boko Haram claims to have German hostage, denies ceasefire",1697,unrelated
24053,Apple’s next MacBook could be a 12-inch MacBook Air,879,unrelated
24054,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2528,unrelated
24055,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,139,unrelated
24056,Christian Bale to play Steve Jobs in upcoming biopic,304,unrelated
24057,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1197,unrelated
24058,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1939,unrelated
24059,ISIS Getting Ebola,487,unrelated
24060,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1857,unrelated
24061,Rapper Big Bank Hank of Sugarhill Gang dies at 57,2420,unrelated
24062,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1795,unrelated
24063,Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,722,unrelated
24064,Iraqi airstrike kills key ISIL leader,1631,unrelated
24065,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2265,unrelated
24066,Lebanon confirms holding ISIS chief’s kin,365,unrelated
24067,PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,2175,discuss
24068,"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",298,unrelated
24069,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1009,discuss
24070,Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1737,unrelated
24071,CNN audio: Is this the moment Michael Brown was shot?,1438,unrelated
24072,Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,2036,unrelated
24073,ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1020,unrelated
